t,DOY,hour,air_temperature,PARi,soil_temperature,humidity,ambient_CO2,Wind
73,1,13,13,80,10,0.75,360,3
74,1,14,13,80,10,0.75,360,3
75,1,15,13,80,10,0.75,360,3
76,1,16,13,80,10,0.75,360,3
77,1,17,13,80,10,0.75,360,3
78,1,18,13,80,10,0.75,360,3
79,1,19,13,80,10,0.75,360,3
80,1,20,13,80,10,0.75,360,3
81,1,21,13,80,10,0.75,360,3
82,1,22,13,80,10,0.75,360,3
83,1,23,13,80,10,0.75,360,3
84,1,24,13,80,10,0.75,360,3
85,1,1,7,0,10,0.75,360,3
86,1,2,7,0,10,0.75,360,3
87,1,3,7,0,10,0.75,360,3
88,1,4,7,0,10,0.75,360,3
89,1,5,7,0,10,0.75,360,3
90,1,6,7,0,10,0.75,360,3
91,1,7,7,0,10,0.75,360,3
92,1,8,7,0,10,0.75,360,3
93,1,9,7,0,10,0.75,360,3
94,1,10,7,0,10,0.75,360,3
95,1,11,7,0,10,0.75,360,3
96,1,12,7,0,10,0.75,360,3
97,1,13,13,80,10,0.75,360,3
98,1,14,13,80,10,0.75,360,3
99,1,15,13,80,10,0.75,360,3
100,1,16,13,80,10,0.75,360,3
101,1,17,13,80,10,0.75,360,3
102,1,18,13,80,10,0.75,360,3
103,1,19,13,80,10,0.75,360,3
104,1,20,13,80,10,0.75,360,3
105,1,21,13,80,10,0.75,360,3
106,1,22,13,80,10,0.75,360,3
107,1,23,13,80,10,0.75,360,3
108,1,24,13,80,10,0.75,360,3
109,1,1,7,0,10,0.75,360,3
110,1,2,7,0,10,0.75,360,3
111,1,3,7,0,10,0.75,360,3
112,1,4,7,0,10,0.75,360,3
113,1,5,7,0,10,0.75,360,3
114,1,6,7,0,10,0.75,360,3
115,1,7,7,0,10,0.75,360,3
116,1,8,7,0,10,0.75,360,3
117,1,9,7,0,10,0.75,360,3
118,1,10,7,0,10,0.75,360,3
119,1,11,7,0,10,0.75,360,3
120,1,12,7,0,10,0.75,360,3
121,1,13,13,80,10,0.75,360,3
122,1,14,13,80,10,0.75,360,3
123,1,15,13,80,10,0.75,360,3
124,1,16,13,80,10,0.75,360,3
125,1,17,13,80,10,0.75,360,3
126,1,18,13,80,10,0.75,360,3
127,1,19,13,80,10,0.75,360,3
128,1,20,13,80,10,0.75,360,3
129,1,21,13,80,10,0.75,360,3
130,1,22,13,80,10,0.75,360,3
131,1,23,13,80,10,0.75,360,3
132,1,24,13,80,10,0.75,360,3
133,1,1,7,0,10,0.75,360,3
134,1,2,7,0,10,0.75,360,3
135,1,3,7,0,10,0.75,360,3
136,1,4,7,0,10,0.75,360,3
137,1,5,7,0,10,0.75,360,3
138,1,6,7,0,10,0.75,360,3
139,1,7,7,0,10,0.75,360,3
140,1,8,7,0,10,0.75,360,3
141,1,9,7,0,10,0.75,360,3
142,1,10,7,0,10,0.75,360,3
143,1,11,7,0,10,0.75,360,3
144,1,12,7,0,10,0.75,360,3
145,1,13,13,80,10,0.75,360,3
146,1,14,13,80,10,0.75,360,3
147,1,15,13,80,10,0.75,360,3
148,1,16,13,80,10,0.75,360,3
149,1,17,13,80,10,0.75,360,3
150,1,18,13,80,10,0.75,360,3
151,1,19,13,80,10,0.75,360,3
152,1,20,13,80,10,0.75,360,3
153,1,21,13,80,10,0.75,360,3
154,1,22,13,80,10,0.75,360,3
155,1,23,13,80,10,0.75,360,3
156,1,24,13,80,10,0.75,360,3
157,1,1,7,0,10,0.75,360,3
158,1,2,7,0,10,0.75,360,3
159,1,3,7,0,10,0.75,360,3
160,1,4,7,0,10,0.75,360,3
161,1,5,7,0,10,0.75,360,3
162,1,6,7,0,10,0.75,360,3
163,1,7,7,0,10,0.75,360,3
164,1,8,7,0,10,0.75,360,3
165,1,9,7,0,10,0.75,360,3
166,1,10,7,0,10,0.75,360,3
167,1,11,7,0,10,0.75,360,3
168,1,12,7,0,10,0.75,360,3
169,1,13,13,80,10,0.75,360,3
170,1,14,13,80,10,0.75,360,3
171,1,15,13,80,10,0.75,360,3
172,1,16,13,80,10,0.75,360,3
173,1,17,13,80,10,0.75,360,3
174,1,18,13,80,10,0.75,360,3
175,1,19,13,80,10,0.75,360,3
176,1,20,13,80,10,0.75,360,3
177,1,21,13,80,10,0.75,360,3
178,1,22,13,80,10,0.75,360,3
179,1,23,13,80,10,0.75,360,3
180,1,24,13,80,10,0.75,360,3
181,1,1,7,0,10,0.75,360,3
182,1,2,7,0,10,0.75,360,3
183,1,3,7,0,10,0.75,360,3
184,1,4,7,0,10,0.75,360,3
185,1,5,7,0,10,0.75,360,3
186,1,6,7,0,10,0.75,360,3
187,1,7,7,0,10,0.75,360,3
188,1,8,7,0,10,0.75,360,3
189,1,9,7,0,10,0.75,360,3
190,1,10,7,0,10,0.75,360,3
191,1,11,7,0,10,0.75,360,3
192,1,12,7,0,10,0.75,360,3
193,1,13,13,80,10,0.75,360,3
194,1,14,13,80,10,0.75,360,3
195,1,15,13,80,10,0.75,360,3
196,1,16,13,80,10,0.75,360,3
197,1,17,13,80,10,0.75,360,3
198,1,18,13,80,10,0.75,360,3
199,1,19,13,80,10,0.75,360,3
200,1,20,13,80,10,0.75,360,3
201,1,21,13,80,10,0.75,360,3
202,1,22,13,80,10,0.75,360,3
203,1,23,13,80,10,0.75,360,3
204,1,24,13,80,10,0.75,360,3
205,1,1,7,0,10,0.75,360,3
206,1,2,7,0,10,0.75,360,3
207,1,3,7,0,10,0.75,360,3
208,1,4,7,0,10,0.75,360,3
209,1,5,7,0,10,0.75,360,3
210,1,6,7,0,10,0.75,360,3
211,1,7,7,0,10,0.75,360,3
212,1,8,7,0,10,0.75,360,3
213,1,9,7,0,10,0.75,360,3
214,1,10,7,0,10,0.75,360,3
215,1,11,7,0,10,0.75,360,3
216,1,12,7,0,10,0.75,360,3
217,1,13,13,80,10,0.75,360,3
218,1,14,13,80,10,0.75,360,3
219,1,15,13,80,10,0.75,360,3
220,1,16,13,80,10,0.75,360,3
221,1,17,13,80,10,0.75,360,3
222,1,18,13,80,10,0.75,360,3
223,1,19,13,80,10,0.75,360,3
224,1,20,13,80,10,0.75,360,3
225,1,21,13,80,10,0.75,360,3
226,1,22,13,80,10,0.75,360,3
227,1,23,13,80,10,0.75,360,3
228,1,24,13,80,10,0.75,360,3
229,1,1,7,0,10,0.75,360,3
230,1,2,7,0,10,0.75,360,3
231,1,3,7,0,10,0.75,360,3
232,1,4,7,0,10,0.75,360,3
233,1,5,7,0,10,0.75,360,3
234,1,6,7,0,10,0.75,360,3
235,1,7,7,0,10,0.75,360,3
236,1,8,7,0,10,0.75,360,3
237,1,9,7,0,10,0.75,360,3
238,1,10,7,0,10,0.75,360,3
239,1,11,7,0,10,0.75,360,3
240,1,12,7,0,10,0.75,360,3
241,1,13,13,80,10,0.75,360,3
242,1,14,13,80,10,0.75,360,3
243,1,15,13,80,10,0.75,360,3
244,1,16,13,80,10,0.75,360,3
245,1,17,13,80,10,0.75,360,3
246,1,18,13,80,10,0.75,360,3
247,1,19,13,80,10,0.75,360,3
248,1,20,13,80,10,0.75,360,3
249,1,21,13,80,10,0.75,360,3
250,1,22,13,80,10,0.75,360,3
251,1,23,13,80,10,0.75,360,3
252,1,24,13,80,10,0.75,360,3
253,1,1,7,0,10,0.75,360,3
254,1,2,7,0,10,0.75,360,3
255,1,3,7,0,10,0.75,360,3
256,1,4,7,0,10,0.75,360,3
257,1,5,7,0,10,0.75,360,3
258,1,6,7,0,10,0.75,360,3
259,1,7,7,0,10,0.75,360,3
260,1,8,7,0,10,0.75,360,3
261,1,9,7,0,10,0.75,360,3
262,1,10,7,0,10,0.75,360,3
263,1,11,7,0,10,0.75,360,3
264,1,12,7,0,10,0.75,360,3
265,1,13,13,80,10,0.75,360,3
266,1,14,13,80,10,0.75,360,3
267,1,15,13,80,10,0.75,360,3
268,1,16,13,80,10,0.75,360,3
269,1,17,13,80,10,0.75,360,3
270,1,18,13,80,10,0.75,360,3
271,1,19,13,80,10,0.75,360,3
272,1,20,13,80,10,0.75,360,3
273,1,21,13,80,10,0.75,360,3
274,1,22,13,80,10,0.75,360,3
275,1,23,13,80,10,0.75,360,3
276,1,24,13,80,10,0.75,360,3
277,1,1,7,0,10,0.75,360,3
278,1,2,7,0,10,0.75,360,3
279,1,3,7,0,10,0.75,360,3
280,1,4,7,0,10,0.75,360,3
281,1,5,7,0,10,0.75,360,3
282,1,6,7,0,10,0.75,360,3
283,1,7,7,0,10,0.75,360,3
284,1,8,7,0,10,0.75,360,3
285,1,9,7,0,10,0.75,360,3
286,1,10,7,0,10,0.75,360,3
287,1,11,7,0,10,0.75,360,3
288,1,12,7,0,10,0.75,360,3
289,1,13,13,80,10,0.75,360,3
290,1,14,13,80,10,0.75,360,3
291,1,15,13,80,10,0.75,360,3
292,1,16,13,80,10,0.75,360,3
293,1,17,13,80,10,0.75,360,3
294,1,18,13,80,10,0.75,360,3
295,1,19,13,80,10,0.75,360,3
296,1,20,13,80,10,0.75,360,3
297,1,21,13,80,10,0.75,360,3
298,1,22,13,80,10,0.75,360,3
299,1,23,13,80,10,0.75,360,3
300,1,24,13,80,10,0.75,360,3
301,1,1,7,0,10,0.75,360,3
302,1,2,7,0,10,0.75,360,3
303,1,3,7,0,10,0.75,360,3
304,1,4,7,0,10,0.75,360,3
305,1,5,7,0,10,0.75,360,3
306,1,6,7,0,10,0.75,360,3
307,1,7,7,0,10,0.75,360,3
308,1,8,7,0,10,0.75,360,3
309,1,9,7,0,10,0.75,360,3
310,1,10,7,0,10,0.75,360,3
311,1,11,7,0,10,0.75,360,3
312,1,12,7,0,10,0.75,360,3
313,1,13,13,80,10,0.75,360,3
314,1,14,13,80,10,0.75,360,3
315,1,15,13,80,10,0.75,360,3
316,1,16,13,80,10,0.75,360,3
317,1,17,13,80,10,0.75,360,3
318,1,18,13,80,10,0.75,360,3
319,1,19,13,80,10,0.75,360,3
320,1,20,13,80,10,0.75,360,3
321,1,21,13,80,10,0.75,360,3
322,1,22,13,80,10,0.75,360,3
323,1,23,13,80,10,0.75,360,3
324,1,24,13,80,10,0.75,360,3
325,1,1,7,0,10,0.75,360,3
326,1,2,7,0,10,0.75,360,3
327,1,3,7,0,10,0.75,360,3
328,1,4,7,0,10,0.75,360,3
329,1,5,7,0,10,0.75,360,3
330,1,6,7,0,10,0.75,360,3
331,1,7,7,0,10,0.75,360,3
332,1,8,7,0,10,0.75,360,3
333,1,9,7,0,10,0.75,360,3
334,1,10,7,0,10,0.75,360,3
335,1,11,7,0,10,0.75,360,3
336,1,12,7,0,10,0.75,360,3
337,1,13,13,80,10,0.75,360,3
338,1,14,13,80,10,0.75,360,3
339,1,15,13,80,10,0.75,360,3
340,1,16,13,80,10,0.75,360,3
341,1,17,13,80,10,0.75,360,3
342,1,18,13,80,10,0.75,360,3
343,1,19,13,80,10,0.75,360,3
344,1,20,13,80,10,0.75,360,3
345,1,21,13,80,10,0.75,360,3
346,1,22,13,80,10,0.75,360,3
347,1,23,13,80,10,0.75,360,3
348,1,24,13,80,10,0.75,360,3
349,1,1,7,0,10,0.75,360,3
350,1,2,7,0,10,0.75,360,3
351,1,3,7,0,10,0.75,360,3
352,1,4,7,0,10,0.75,360,3
353,1,5,7,0,10,0.75,360,3
354,1,6,7,0,10,0.75,360,3
355,1,7,7,0,10,0.75,360,3
356,1,8,7,0,10,0.75,360,3
357,1,9,7,0,10,0.75,360,3
358,1,10,7,0,10,0.75,360,3
359,1,11,7,0,10,0.75,360,3
360,1,12,7,0,10,0.75,360,3
361,1,13,13,80,10,0.75,360,3
362,1,14,13,80,10,0.75,360,3
363,1,15,13,80,10,0.75,360,3
364,1,16,13,80,10,0.75,360,3
365,1,17,13,80,10,0.75,360,3
366,1,18,13,80,10,0.75,360,3
367,1,19,13,80,10,0.75,360,3
368,1,20,13,80,10,0.75,360,3
369,1,21,13,80,10,0.75,360,3
370,1,22,13,80,10,0.75,360,3
371,1,23,13,80,10,0.75,360,3
372,1,24,13,80,10,0.75,360,3
373,1,1,7,0,10,0.75,360,3
374,1,2,7,0,10,0.75,360,3
375,1,3,7,0,10,0.75,360,3
376,1,4,7,0,10,0.75,360,3
377,1,5,7,0,10,0.75,360,3
378,1,6,7,0,10,0.75,360,3
379,1,7,7,0,10,0.75,360,3
380,1,8,7,0,10,0.75,360,3
381,1,9,7,0,10,0.75,360,3
382,1,10,7,0,10,0.75,360,3
383,1,11,7,0,10,0.75,360,3
384,1,12,7,0,10,0.75,360,3
385,1,13,13,80,10,0.75,360,3
386,1,14,13,80,10,0.75,360,3
387,1,15,13,80,10,0.75,360,3
388,1,16,13,80,10,0.75,360,3
389,1,17,13,80,10,0.75,360,3
390,1,18,13,80,10,0.75,360,3
391,1,19,13,80,10,0.75,360,3
392,1,20,13,80,10,0.75,360,3
393,1,21,13,80,10,0.75,360,3
394,1,22,13,80,10,0.75,360,3
395,1,23,13,80,10,0.75,360,3
396,1,24,13,80,10,0.75,360,3
397,1,1,7,0,10,0.75,360,3
398,1,2,7,0,10,0.75,360,3
399,1,3,7,0,10,0.75,360,3
400,1,4,7,0,10,0.75,360,3
401,1,5,7,0,10,0.75,360,3
402,1,6,7,0,10,0.75,360,3
403,1,7,7,0,10,0.75,360,3
404,1,8,7,0,10,0.75,360,3
405,1,9,7,0,10,0.75,360,3
406,1,10,7,0,10,0.75,360,3
407,1,11,7,0,10,0.75,360,3
408,1,12,7,0,10,0.75,360,3
409,1,13,13,80,10,0.75,360,3
410,1,14,13,80,10,0.75,360,3
411,1,15,13,80,10,0.75,360,3
412,1,16,13,80,10,0.75,360,3
413,1,17,13,80,10,0.75,360,3
414,1,18,13,80,10,0.75,360,3
415,1,19,13,80,10,0.75,360,3
416,1,20,13,80,10,0.75,360,3
417,1,21,13,80,10,0.75,360,3
418,1,22,13,80,10,0.75,360,3
419,1,23,13,80,10,0.75,360,3
420,1,24,13,80,10,0.75,360,3
421,1,1,7,0,10,0.75,360,3
422,1,2,7,0,10,0.75,360,3
423,1,3,7,0,10,0.75,360,3
424,1,4,7,0,10,0.75,360,3
425,1,5,7,0,10,0.75,360,3
426,1,6,7,0,10,0.75,360,3
427,1,7,7,0,10,0.75,360,3
428,1,8,7,0,10,0.75,360,3
429,1,9,7,0,10,0.75,360,3
430,1,10,7,0,10,0.75,360,3
431,1,11,7,0,10,0.75,360,3
432,1,12,7,0,10,0.75,360,3
433,1,13,13,80,10,0.75,360,3
434,1,14,13,80,10,0.75,360,3
435,1,15,13,80,10,0.75,360,3
436,1,16,13,80,10,0.75,360,3
437,1,17,13,80,10,0.75,360,3
438,1,18,13,80,10,0.75,360,3
439,1,19,13,80,10,0.75,360,3
440,1,20,13,80,10,0.75,360,3
441,1,21,13,80,10,0.75,360,3
442,1,22,13,80,10,0.75,360,3
443,1,23,13,80,10,0.75,360,3
444,1,24,13,80,10,0.75,360,3
445,1,1,7,0,10,0.75,360,3
446,1,2,7,0,10,0.75,360,3
447,1,3,7,0,10,0.75,360,3
448,1,4,7,0,10,0.75,360,3
449,1,5,7,0,10,0.75,360,3
450,1,6,7,0,10,0.75,360,3
451,1,7,7,0,10,0.75,360,3
452,1,8,7,0,10,0.75,360,3
453,1,9,7,0,10,0.75,360,3
454,1,10,7,0,10,0.75,360,3
455,1,11,7,0,10,0.75,360,3
456,1,12,7,0,10,0.75,360,3
457,1,13,13,80,10,0.75,360,3
458,1,14,13,80,10,0.75,360,3
459,1,15,13,80,10,0.75,360,3
460,1,16,13,80,10,0.75,360,3
461,1,17,13,80,10,0.75,360,3
462,1,18,13,80,10,0.75,360,3
463,1,19,13,80,10,0.75,360,3
464,1,20,13,80,10,0.75,360,3
465,1,21,13,80,10,0.75,360,3
466,1,22,13,80,10,0.75,360,3
467,1,23,13,80,10,0.75,360,3
468,1,24,13,80,10,0.75,360,3
469,1,1,7,0,10,0.75,360,3
470,1,2,7,0,10,0.75,360,3
471,1,3,7,0,10,0.75,360,3
472,1,4,7,0,10,0.75,360,3
473,1,5,7,0,10,0.75,360,3
474,1,6,7,0,10,0.75,360,3
475,1,7,7,0,10,0.75,360,3
476,1,8,7,0,10,0.75,360,3
477,1,9,7,0,10,0.75,360,3
478,1,10,7,0,10,0.75,360,3
479,1,11,7,0,10,0.75,360,3
480,1,12,7,0,10,0.75,360,3
481,1,13,13,80,10,0.75,360,3
482,1,14,13,80,10,0.75,360,3
483,1,15,13,80,10,0.75,360,3
484,1,16,13,80,10,0.75,360,3
485,1,17,13,80,10,0.75,360,3
486,1,18,13,80,10,0.75,360,3
487,1,19,13,80,10,0.75,360,3
488,1,20,13,80,10,0.75,360,3
489,1,21,13,80,10,0.75,360,3
490,1,22,13,80,10,0.75,360,3
491,1,23,13,80,10,0.75,360,3
492,1,24,13,80,10,0.75,360,3
493,1,1,7,0,10,0.75,360,3
494,1,2,7,0,10,0.75,360,3
495,1,3,7,0,10,0.75,360,3
496,1,4,7,0,10,0.75,360,3
497,1,5,7,0,10,0.75,360,3
498,1,6,7,0,10,0.75,360,3
499,1,7,7,0,10,0.75,360,3
500,1,8,7,0,10,0.75,360,3
501,1,9,7,0,10,0.75,360,3
502,1,10,7,0,10,0.75,360,3
503,1,11,7,0,10,0.75,360,3
504,1,12,7,0,10,0.75,360,3
505,1,13,13,80,10,0.75,360,3
506,1,14,13,80,10,0.75,360,3
507,1,15,13,80,10,0.75,360,3
508,1,16,13,80,10,0.75,360,3
509,1,17,13,80,10,0.75,360,3
510,1,18,13,80,10,0.75,360,3
511,1,19,13,80,10,0.75,360,3
512,1,20,13,80,10,0.75,360,3
513,1,21,13,80,10,0.75,360,3
514,1,22,13,80,10,0.75,360,3
515,1,23,13,80,10,0.75,360,3
516,1,24,13,80,10,0.75,360,3
517,1,1,7,0,10,0.75,360,3
518,1,2,7,0,10,0.75,360,3
519,1,3,7,0,10,0.75,360,3
520,1,4,7,0,10,0.75,360,3
521,1,5,7,0,10,0.75,360,3
522,1,6,7,0,10,0.75,360,3
523,1,7,7,0,10,0.75,360,3
524,1,8,7,0,10,0.75,360,3
525,1,9,7,0,10,0.75,360,3
526,1,10,7,0,10,0.75,360,3
527,1,11,7,0,10,0.75,360,3
528,1,12,7,0,10,0.75,360,3
529,1,13,13,80,10,0.75,360,3
530,1,14,13,80,10,0.75,360,3
531,1,15,13,80,10,0.75,360,3
532,1,16,13,80,10,0.75,360,3
533,1,17,13,80,10,0.75,360,3
534,1,18,13,80,10,0.75,360,3
535,1,19,13,80,10,0.75,360,3
536,1,20,13,80,10,0.75,360,3
537,1,21,13,80,10,0.75,360,3
538,1,22,13,80,10,0.75,360,3
539,1,23,13,80,10,0.75,360,3
540,1,24,13,80,10,0.75,360,3
541,1,1,7,0,10,0.75,360,3
542,1,2,7,0,10,0.75,360,3
543,1,3,7,0,10,0.75,360,3
544,1,4,7,0,10,0.75,360,3
545,1,5,7,0,10,0.75,360,3
546,1,6,7,0,10,0.75,360,3
547,1,7,7,0,10,0.75,360,3
548,1,8,7,0,10,0.75,360,3
549,1,9,7,0,10,0.75,360,3
550,1,10,7,0,10,0.75,360,3
551,1,11,7,0,10,0.75,360,3
552,1,12,7,0,10,0.75,360,3
553,1,13,13,80,10,0.75,360,3
554,1,14,13,80,10,0.75,360,3
555,1,15,13,80,10,0.75,360,3
556,1,16,13,80,10,0.75,360,3
557,1,17,13,80,10,0.75,360,3
558,1,18,13,80,10,0.75,360,3
559,1,19,13,80,10,0.75,360,3
560,1,20,13,80,10,0.75,360,3
561,1,21,13,80,10,0.75,360,3
562,1,22,13,80,10,0.75,360,3
563,1,23,13,80,10,0.75,360,3
564,1,24,13,80,10,0.75,360,3
565,1,1,7,0,10,0.75,360,3
566,1,2,7,0,10,0.75,360,3
567,1,3,7,0,10,0.75,360,3
568,1,4,7,0,10,0.75,360,3
569,1,5,7,0,10,0.75,360,3
570,1,6,7,0,10,0.75,360,3
571,1,7,7,0,10,0.75,360,3
572,1,8,7,0,10,0.75,360,3
573,1,9,7,0,10,0.75,360,3
574,1,10,7,0,10,0.75,360,3
575,1,11,7,0,10,0.75,360,3
576,1,12,7,0,10,0.75,360,3
577,1,13,13,80,10,0.75,360,3
578,1,14,13,80,10,0.75,360,3
579,1,15,13,80,10,0.75,360,3
580,1,16,13,80,10,0.75,360,3
581,1,17,13,80,10,0.75,360,3
582,1,18,13,80,10,0.75,360,3
583,1,19,13,80,10,0.75,360,3
584,1,20,13,80,10,0.75,360,3
585,1,21,13,80,10,0.75,360,3
586,1,22,13,80,10,0.75,360,3
587,1,23,13,80,10,0.75,360,3
588,1,24,13,80,10,0.75,360,3
589,1,1,7,0,10,0.75,360,3
590,1,2,7,0,10,0.75,360,3
591,1,3,7,0,10,0.75,360,3
592,1,4,7,0,10,0.75,360,3
593,1,5,7,0,10,0.75,360,3
594,1,6,7,0,10,0.75,360,3
595,1,7,7,0,10,0.75,360,3
596,1,8,7,0,10,0.75,360,3
597,1,9,7,0,10,0.75,360,3
598,1,10,7,0,10,0.75,360,3
599,1,11,7,0,10,0.75,360,3
600,1,12,7,0,10,0.75,360,3
601,1,13,13,80,10,0.75,360,3
602,1,14,13,80,10,0.75,360,3
603,1,15,13,80,10,0.75,360,3
604,1,16,13,80,10,0.75,360,3
605,1,17,13,80,10,0.75,360,3
606,1,18,13,80,10,0.75,360,3
607,1,19,13,80,10,0.75,360,3
608,1,20,13,80,10,0.75,360,3
609,1,21,13,80,10,0.75,360,3
610,1,22,13,80,10,0.75,360,3
611,1,23,13,80,10,0.75,360,3
612,1,24,13,80,10,0.75,360,3
613,1,1,7,0,10,0.75,360,3
614,1,2,7,0,10,0.75,360,3
615,1,3,7,0,10,0.75,360,3
616,1,4,7,0,10,0.75,360,3
617,1,5,7,0,10,0.75,360,3
618,1,6,7,0,10,0.75,360,3
619,1,7,7,0,10,0.75,360,3
620,1,8,7,0,10,0.75,360,3
621,1,9,7,0,10,0.75,360,3
622,1,10,7,0,10,0.75,360,3
623,1,11,7,0,10,0.75,360,3
624,1,12,7,0,10,0.75,360,3
625,1,13,13,80,10,0.75,360,3
626,1,14,13,80,10,0.75,360,3
627,1,15,13,80,10,0.75,360,3
628,1,16,13,80,10,0.75,360,3
629,1,17,13,80,10,0.75,360,3
630,1,18,13,80,10,0.75,360,3
631,1,19,13,80,10,0.75,360,3
632,1,20,13,80,10,0.75,360,3
633,1,21,13,80,10,0.75,360,3
634,1,22,13,80,10,0.75,360,3
635,1,23,13,80,10,0.75,360,3
636,1,24,13,80,10,0.75,360,3
637,1,1,7,0,10,0.75,360,3
638,1,2,7,0,10,0.75,360,3
639,1,3,7,0,10,0.75,360,3
640,1,4,7,0,10,0.75,360,3
641,1,5,7,0,10,0.75,360,3
642,1,6,7,0,10,0.75,360,3
643,1,7,7,0,10,0.75,360,3
644,1,8,7,0,10,0.75,360,3
645,1,9,7,0,10,0.75,360,3
646,1,10,7,0,10,0.75,360,3
647,1,11,7,0,10,0.75,360,3
648,1,12,7,0,10,0.75,360,3
649,1,13,13,80,10,0.75,360,3
650,1,14,13,80,10,0.75,360,3
651,1,15,13,80,10,0.75,360,3
652,1,16,13,80,10,0.75,360,3
653,1,17,13,80,10,0.75,360,3
654,1,18,13,80,10,0.75,360,3
655,1,19,13,80,10,0.75,360,3
656,1,20,13,80,10,0.75,360,3
657,1,21,13,80,10,0.75,360,3
658,1,22,13,80,10,0.75,360,3
659,1,23,13,80,10,0.75,360,3
660,1,24,13,80,10,0.75,360,3
661,1,1,7,0,10,0.75,360,3
662,1,2,7,0,10,0.75,360,3
663,1,3,7,0,10,0.75,360,3
664,1,4,7,0,10,0.75,360,3
665,1,5,7,0,10,0.75,360,3
666,1,6,7,0,10,0.75,360,3
667,1,7,7,0,10,0.75,360,3
668,1,8,7,0,10,0.75,360,3
669,1,9,7,0,10,0.75,360,3
670,1,10,7,0,10,0.75,360,3
671,1,11,7,0,10,0.75,360,3
672,1,12,7,0,10,0.75,360,3
673,1,13,13,80,10,0.75,360,3
674,1,14,13,80,10,0.75,360,3
675,1,15,13,80,10,0.75,360,3
676,1,16,13,80,10,0.75,360,3
677,1,17,13,80,10,0.75,360,3
678,1,18,13,80,10,0.75,360,3
679,1,19,13,80,10,0.75,360,3
680,1,20,13,80,10,0.75,360,3
681,1,21,13,80,10,0.75,360,3
682,1,22,13,80,10,0.75,360,3
683,1,23,13,80,10,0.75,360,3
684,1,24,13,80,10,0.75,360,3
685,1,1,7,0,10,0.75,360,3
686,1,2,7,0,10,0.75,360,3
687,1,3,7,0,10,0.75,360,3
688,1,4,7,0,10,0.75,360,3
689,1,5,7,0,10,0.75,360,3
690,1,6,7,0,10,0.75,360,3
691,1,7,7,0,10,0.75,360,3
692,1,8,7,0,10,0.75,360,3
693,1,9,7,0,10,0.75,360,3
694,1,10,7,0,10,0.75,360,3
