t,DOY,hour,air_temperature,PARi,soil_temperature,humidity,ambient_CO2,Wind
74,350,14,4.6,246.5395086,5.4345,0.86,360,4.2
75,350,15,4.4,151.5424533,5.442,0.83,360,4.2
76,350,16,4.1,46.18513246,5.256,0.81,360,4.2
77,350,17,3.3,20.51999136,4.898,0.82,360,4.2
78,350,18,2.7,6.335869301,4.3945,0.83,360,4.2
79,350,19,1.8,0,3.926,0.85,360,4.2
80,350,20,1.6,0,3.537,0.88,360,4.2
81,350,21,1.5,0,3.1595,0.89,360,4.2
82,350,22,0.9,0,2.8465,0.91,360,4.2
83,350,23,1,0,2.605,0.92,360,4.2
84,350,24,1.1,0,2.494,0.93,360,1.4
85,351,1,0.5,0,2.457,0.93,360,1.4
86,351,2,0.7,0,2.403,0.94,360,1.4
87,351,3,0.6,0,2.354,0.95,360,1.4
88,351,4,-0.3,0.011629857,2.3025,0.96,360,1.4
89,351,5,-0.8,0,2.2405,0.97,360,1.4
90,351,6,0,0,2.179,0.97,360,1.4
91,351,7,-0.7,10.29318855,2.143,0.97,360,1.4
92,351,8,-1,24.66035969,2.0695,0.98,360,1.4
93,351,9,-0.1,87.89250051,1.988,0.97,360,1.4
94,351,10,1.3,195.682721,1.932,0.97,360,1.4
95,351,11,2.1,269.3862365,1.921,0.93,360,1.4
96,351,12,3.2,332.9130346,2.044,0.83,360,1.4
97,351,13,3.2,314.4582612,2.516,0.75,360,1.4
98,351,14,3.7,247.2724643,2.926,0.75,360,1.4
99,351,15,3.2,151.8733848,3.1885,0.73,360,1.4
100,351,16,2.4,45.46188457,3.181,0.78,360,1.4
101,351,17,1.7,16.56140695,2.891,0.79,360,1.4
102,351,18,1.3,5.621957787,2.6005,0.83,360,1.4
103,351,19,1.1,0,2.2495,0.87,360,1.4
104,351,20,1.3,0,2.0975,0.81,360,1.4
105,351,21,1.5,0,2.023,0.79,360,1.4
106,351,22,1,0,1.9455,0.85,360,1.4
107,351,23,0.8,0,1.849,0.89,360,1.4
108,351,24,0.8,0,1.787,0.89,360,2.4
109,352,1,0.8,0,1.7415,0.9,360,2.4
110,352,2,1.1,0,1.725,0.9,360,2.4
111,352,3,0.7,0,1.7195,0.91,360,2.4
112,352,4,0.6,0.006202948,1.682,0.91,360,2.4
113,352,5,0.9,0,1.6535,0.91,360,2.4
114,352,6,1.2,0,1.656,0.88,360,2.4
115,352,7,1.7,9.395357586,1.6575,0.86,360,2.4
116,352,8,1.9,20.71926242,1.6795,0.83,360,2.4
117,352,9,2,84.43064621,1.6995,0.83,360,2.4
118,352,10,2.7,191.5636392,1.7645,0.8,360,2.4
119,352,11,3.8,267.065957,1.9495,0.76,360,2.4
120,352,12,4.8,328.1625088,2.3975,0.74,360,2.4
121,352,13,4.9,313.5640554,2.9895,0.73,360,2.4
122,352,14,5.1,248.1558283,3.397,0.76,360,2.4
123,352,15,5,152.3665879,3.6905,0.78,360,2.4
124,352,16,4,44.92074134,3.782,0.82,360,2.4
125,352,17,3.5,12.87288079,3.664,0.85,360,2.4
126,352,18,2.4,4.916380306,3.4755,0.87,360,2.4
127,352,19,2,0,3.177,0.89,360,2.4
128,352,20,1.9,0,2.729,0.87,360,2.4
129,352,21,1.6,0,2.489,0.88,360,2.4
130,352,22,1.5,0,2.4375,0.89,360,2.4
131,352,23,1.2,0,2.4115,0.9,360,2.4
132,352,24,1.2,0,2.359,0.9,360,1.9
133,353,1,0.4,0,2.303,0.9,360,1.9
134,353,2,-0.2,0,2.0455,0.91,360,1.9
135,353,3,-0.6,0,1.827,0.94,360,1.9
136,353,4,-0.2,0.001302876,1.7325,0.9,360,1.9
137,353,5,-0.6,0,1.66,0.91,360,1.9
138,353,6,-1.3,0,1.597,0.94,360,1.9
139,353,7,-1.6,8.48590358,1.531,0.96,360,1.9
140,353,8,-2.1,16.98901901,1.4655,0.97,360,1.9
141,353,9,-1.2,81.25317729,1.393,0.97,360,1.9
142,353,10,0.2,187.7943384,1.347,0.94,360,1.9
143,353,11,2.1,265.0164021,1.33,0.81,360,1.9
144,353,12,2.8,323.8371242,1.3395,0.77,360,1.9
145,353,13,3.4,312.9568785,1.4975,0.75,360,1.9
146,353,14,3.2,249.188981,1.7565,0.79,360,1.9
147,353,15,2.9,153.0203311,2.085,0.81,360,1.9
148,353,16,1.8,44.55900047,2.1305,0.83,360,1.9
149,353,17,1.3,9.449177011,1.902,0.85,360,1.9
150,353,18,0.8,4.22039407,1.6365,0.89,360,1.9
151,353,19,0.6,0,1.512,0.91,360,1.9
152,353,20,0.3,0,1.4535,0.93,360,1.9
153,353,21,0.2,0,1.407,0.92,360,1.9
154,353,22,0.5,0,1.3765,0.91,360,1.9
155,353,23,0.9,0,1.3615,0.89,360,1.9
156,353,24,1.6,0,1.3635,0.93,360,3.1
157,354,1,1.7,0,1.3785,0.96,360,3.1
158,354,2,1.8,0,1.4075,0.97,360,3.1
159,354,3,2,0,1.4735,0.98,360,3.1
160,354,4,2,0,1.5835,0.98,360,3.1
161,354,5,2.4,0,1.697,0.99,360,3.1
162,354,6,2.4,0,1.8395,0.99,360,3.1
163,354,7,1.3,7.567634273,1.896,0.99,360,3.1
164,354,8,1.3,13.46780627,1.677,1,360,3.1
165,354,9,1.8,78.35584176,1.459,1,360,3.1
166,354,10,3.1,184.3695318,1.43,0.99,360,3.1
167,354,11,4.5,263.2345652,1.8615,0.94,360,3.1
168,354,12,5.5,319.929844,2.5705,0.88,360,3.1
169,354,13,6.6,312.6314316,3.346,0.82,360,3.1
170,354,14,6.1,250.3712785,4.05,0.83,360,3.1
171,354,15,6.3,153.8328803,4.233,0.82,360,3.1
172,354,16,4.7,44.37397347,4.016,0.86,360,3.1
173,354,17,3.9,6.285108089,3.58,0.89,360,3.1
174,354,18,3.8,3.535237827,3.0645,0.92,360,3.1
175,354,19,4.2,0,2.8445,0.91,360,3.1
176,354,20,4.4,0,2.8645,0.91,360,3.1
177,354,21,4.6,0,2.9695,0.9,360,3.1
178,354,22,4.4,0,3.0845,0.92,360,3.1
179,354,23,4.3,0,3.187,0.94,360,3.1
180,354,24,4.2,0,3.2895,0.95,360,5.6
181,355,1,4.8,0,3.4215,0.97,360,5.6
182,355,2,5,0,3.6025,0.98,360,5.6
183,355,3,5,0,3.8075,0.98,360,5.6
184,355,4,5,0,3.949,0.98,360,5.6
185,355,5,5.3,0,4.072,0.98,360,5.6
186,355,6,5.7,0,4.2125,0.99,360,5.6
187,355,7,5.7,6.643314025,4.358,0.99,360,5.6
188,355,8,5.8,10.15379595,4.4785,0.99,360,5.6
189,355,9,6,75.73441342,4.617,0.99,360,5.6
190,355,10,6.5,181.283959,4.808,0.99,360,5.6
191,355,11,7,261.7174398,5.0925,0.99,360,5.6
192,355,12,7.4,316.4336737,5.4285,0.99,360,5.6
193,355,13,8.3,312.5824538,5.865,0.98,360,5.6
194,355,14,8.7,251.702052,6.272,0.96,360,5.6
195,355,15,9.1,154.8024986,6.5055,0.94,360,5.6
196,355,16,8.7,44.36298557,6.6535,0.93,360,5.6
197,355,17,8.4,3.375534777,6.688,0.96,360,5.6
198,355,18,8.7,2.862131854,6.6845,0.93,360,5.6
199,355,19,9,0,6.6835,0.9,360,5.6
200,355,20,8.9,0,6.668,0.89,360,5.6
201,355,21,9.2,0,6.6455,0.89,360,5.6
202,355,22,8.7,0,6.6425,0.9,360,5.6
203,355,23,9,0,6.7215,0.91,360,5.6
204,355,24,8.8,0,6.7995,0.92,360,6.8
205,356,1,9,0,6.8615,0.91,360,6.8
206,356,2,8.8,0,6.9095,0.93,360,6.8
207,356,3,8.6,0,6.9625,0.96,360,6.8
208,356,4,8.4,0,7.035,0.97,360,6.8
209,356,5,8.8,0,7.065,0.98,360,6.8
210,356,6,8.6,0,7.1,0.97,360,6.8
211,356,7,8,5.715663815,7.135,0.98,360,6.8
212,356,8,6.9,7.045154751,7.09,0.97,360,6.8
213,356,9,6.9,73.38469184,6.9455,0.98,360,6.8
214,356,10,6.8,178.5323858,6.8315,0.98,360,6.8
215,356,11,6.9,260.4620197,6.8295,0.99,360,6.8
216,356,12,6.9,313.3416603,6.871,0.98,360,6.8
217,356,13,7.3,312.8047226,6.896,0.97,360,6.8
218,356,14,8.1,253.1806083,6.8945,0.97,360,6.8
219,356,15,8.9,155.9274464,7.007,0.95,360,6.8
220,356,16,9,44.52337579,7.2,0.95,360,6.8
221,356,17,9.3,0.715366134,7.335,0.95,360,6.8
222,356,18,9.5,2.202277961,7.475,0.89,360,6.8
223,356,19,8.9,0,7.565,0.9,360,6.8
224,356,20,8.9,0,7.54,0.9,360,6.8
225,356,21,9.2,0,7.51,0.9,360,6.8
226,356,22,9.4,0,7.545,0.91,360,6.8
227,356,23,9.9,0,7.615,0.91,360,6.8
228,356,24,10.3,0,7.745,0.9,360,6.7
229,357,1,10.2,0,7.925,0.93,360,6.7
230,357,2,10.2,0,8.07,0.93,360,6.7
231,357,3,9.4,0,8.175,0.96,360,6.7
232,357,4,9.1,0,8.26,0.98,360,6.7
233,357,5,7.6,0,8.215,0.98,360,6.7
234,357,6,7.1,0.925506952,8.055,0.98,360,6.7
235,357,7,9.5,4.787361234,7.85,0.99,360,6.7
236,357,8,9.8,4.140044325,7.785,0.96,360,6.7
237,357,9,9.4,71.30250236,7.99,0.89,360,6.7
238,357,10,9.6,176.1096049,8.025,0.84,360,6.7
239,357,11,10.3,259.4652986,7.975,0.83,360,6.7
240,357,12,10.9,310.6468925,8.155,0.78,360,6.7
241,357,13,10.4,313.2930538,8.38,0.8,360,6.7
242,357,14,10.7,254.8062295,8.435,0.79,360,6.7
243,357,15,10.7,157.2059814,8.395,0.77,360,6.7
244,357,16,11.1,44.8524969,8.295,0.77,360,6.7
245,357,17,11.1,0,8.215,0.79,360,6.7
246,357,18,10.9,1.55685949,8.235,0.83,360,6.7
247,357,19,10.7,0.572635554,8.3,0.85,360,6.7
248,357,20,10.4,0,8.35,0.89,360,6.7
249,357,21,9.8,0,8.42,0.9,360,6.7
250,357,22,10.2,0,8.4,0.89,360,6.7
251,357,23,10,0,8.395,0.92,360,6.7
252,357,24,9.2,0,8.45,0.9,360,4.6
253,358,1,9.4,0,8.36,0.85,360,4.6
254,358,2,9.7,0,8.155,0.87,360,4.6
255,358,3,9.6,0,8.065,0.89,360,4.6
256,358,4,9.9,0,8.045,0.89,360,4.6
257,358,5,9.8,0.010246867,8.085,0.89,360,4.6
258,358,6,8.1,1.798704116,8.135,0.92,360,4.6
259,358,7,7.6,3.86104049,8.075,0.91,360,4.6
260,358,8,7.2,1.436621266,7.82,0.93,360,4.6
261,358,9,7,69.4836961,7.58,0.95,360,4.6
262,358,10,7.2,174.0104351,7.425,0.93,360,4.6
263,358,11,7.1,258.7242708,7.32,0.92,360,4.6
264,358,12,7.2,308.3425011,7.315,0.91,360,4.6
265,358,13,7,314.0423016,7.36,0.91,360,4.6
266,358,14,7,256.578173,7.265,0.9,360,4.6
267,358,15,6.8,158.6363585,7.185,0.86,360,4.6
268,358,16,6.5,45.34771544,7.0285,0.85,360,4.6
269,358,17,6,0,6.779,0.87,360,4.6
270,358,18,5.4,0.927041313,6.4385,0.88,360,4.6
271,358,19,4.8,1.403288719,5.987,0.93,360,4.6
272,358,20,4.3,0,5.5705,0.94,360,4.6
273,358,21,4.6,0,5.2655,0.94,360,4.6
274,358,22,5,0,5.235,0.94,360,4.6
275,358,23,5.1,0,5.374,0.93,360,4.6
276,358,24,4.9,0,5.471,0.94,360,4.2
277,359,1,4.5,0,5.504,0.94,360,4.2
278,359,2,4.1,0,5.4945,0.95,360,4.2
279,359,3,3.8,0,5.4365,0.97,360,4.2
280,359,4,3.6,0,5.3495,0.97,360,4.2
281,359,5,3.7,0.406116323,5.2615,0.99,360,4.2
282,359,6,3.1,2.579979458,5.2075,0.99,360,4.2
283,359,7,3,2.939292407,5.144,1,360,4.2
284,359,8,2.8,0,5.0225,1,360,4.2
285,359,9,3.1,67.92414995,4.9075,1,360,4.2
286,359,10,4.4,172.2297217,4.9445,1,360,4.2
287,359,11,5.6,258.2359303,5.1615,0.98,360,4.2
288,359,12,6.1,306.4216585,5.599,0.93,360,4.2
289,359,13,8.1,315.0473584,6.054,0.87,360,4.2
290,359,14,8.5,258.4956717,6.5455,0.85,360,4.2
291,359,15,8.6,160.2168299,6.815,0.87,360,4.2
292,359,16,8.4,46.0064117,6.7465,0.87,360,4.2
293,359,17,8.3,0,6.533,0.87,360,4.2
294,359,18,7.6,0.313969835,6.2865,0.89,360,4.2
295,359,19,7.6,2.160619623,6.091,0.88,360,4.2
296,359,20,7.9,0,5.9525,0.86,360,4.2
297,359,21,8.3,0,5.841,0.82,360,4.2
298,359,22,7.9,0,5.7395,0.79,360,4.2
299,359,23,7.8,0,5.663,0.8,360,4.2
300,359,24,7.5,0,5.5615,0.8,360,4.3
301,360,1,7.1,0,5.3945,0.81,360,4.3
302,360,2,7.2,0,5.241,0.8,360,4.3
303,360,3,7.2,0,5.163,0.79,360,4.3
304,360,4,8.2,0,5.1765,0.76,360,4.3
305,360,5,8.4,0.769809099,5.2415,0.76,360,4.3
306,360,6,8.5,3.272980021,5.4285,0.75,360,4.3
307,360,7,8.7,2.024664425,5.641,0.75,360,4.3
308,360,8,9.3,0,5.804,0.73,360,4.3
309,360,9,9.3,66.61976657,5.967,0.74,360,4.3
310,360,10,9.6,170.7623365,6.176,0.74,360,4.3
311,360,11,9.5,257.9972716,6.4075,0.76,360,4.3
312,360,12,9.6,304.877579,6.671,0.78,360,4.3
313,360,13,9.8,316.3031549,6.8835,0.77,360,4.3
314,360,14,9.8,260.5579338,7.05,0.76,360,4.3
315,360,15,9.7,161.9456452,7.13,0.75,360,4.3
316,360,16,9.7,46.82597975,7.09,0.76,360,4.3
317,360,17,9.6,0,7.025,0.77,360,4.3
318,360,18,9.3,0,6.957,0.8,360,4.3
319,360,19,9.5,2.847147328,6.896,0.8,360,4.3
320,360,20,9.1,0.02158671,6.8285,0.81,360,4.3
321,360,21,8.7,0,6.805,0.85,360,4.3
322,360,22,8.6,0,6.7765,0.88,360,4.3
323,360,23,8.6,0,6.833,0.92,360,4.3
324,360,24,8.5,0,6.949,0.94,360,5.3
325,361,1,8.4,0,7.075,0.94,360,5.3
326,361,2,8.3,0,7.15,0.95,360,5.3
327,361,3,8.3,0,7.19,0.95,360,5.3
328,361,4,8,0,7.22,0.94,360,5.3
329,361,5,8.2,1.102363062,7.235,0.94,360,5.3
330,361,6,8.1,3.881307512,7.23,0.94,360,5.3
331,361,7,7.8,1.119660599,7.195,0.94,360,5.3
332,361,8,7.6,0,7.17,0.94,360,5.3
333,361,9,7.9,65.56647439,7.13,0.93,360,5.3
334,361,10,8.2,169.6031777,7.145,0.91,360,5.3
335,361,11,8.8,258.0052893,7.24,0.87,360,5.3
336,361,12,8.8,303.7035187,7.495,0.85,360,5.3
337,361,13,9.2,317.8046602,7.705,0.84,360,5.3
338,361,14,9.9,262.764143,7.835,0.8,360,5.3
339,361,15,9.9,163.8210511,8.02,0.79,360,5.3
340,361,16,10.1,47.8038274,8.01,0.73,360,5.3
341,361,17,10.3,0,7.765,0.74,360,5.3
342,361,18,9.9,0,7.51,0.74,360,5.3
343,361,19,10,3.465363581,7.35,0.72,360,5.3
344,361,20,9.7,0.085973569,7.27,0.72,360,5.3
345,361,21,9.7,0,7.125,0.71,360,5.3
346,361,22,9.7,0,6.923,0.7,360,5.3
347,361,23,9.3,0,6.8595,0.71,360,5.3
348,361,24,9.4,0,6.8585,0.74,360,3.1
349,1,1,8.9,0,6.797,0.76,360,3.1
350,1,2,9.1,0,6.639,0.76,360,3.1
351,1,3,8.6,0,6.5375,0.77,360,3.1
352,1,4,8.2,0,6.4845,0.77,360,3.1
353,1,5,7.5,1.404804692,6.297,0.8,360,3.1
354,1,6,7.2,4.408518304,5.943,0.81,360,3.1
355,1,7,6.9,0.2267416,5.6455,0.82,360,3.1
356,1,8,6.9,0,5.421,0.85,360,3.1
357,1,9,7.7,64.76022762,5.1035,0.84,360,3.1
358,1,10,8.9,168.74717,5.152,0.81,360,3.1
359,1,11,9.2,258.2569782,5.7205,0.79,360,3.1
360,1,12,9.5,302.8927754,6.477,0.78,360,3.1
361,1,13,9.4,319.5468816,7.0025,0.78,360,3.1
362,1,14,10.4,265.1134582,7.365,0.76,360,3.1
363,1,15,10.2,165.8412916,7.605,0.77,360,3.1
364,1,16,9,48.93737625,7.495,0.85,360,3.1
365,1,17,7.8,0,7.0565,0.89,360,3.1
366,1,18,7.8,0,6.549,0.89,360,3.1
367,1,19,8,4.017732807,6.15,0.83,360,3.1
368,1,20,7.3,0.14679931,5.9585,0.86,360,3.1
369,1,21,7.4,0,5.7675,0.89,360,3.1
370,1,22,7,0,5.6445,0.9,360,3.1
371,1,23,6.6,0,5.564,0.93,360,3.1
372,1,24,6.7,0,5.5145,0.92,360,6.1
373,2,1,7,0,5.539,0.93,360,6.1
374,2,2,7.2,0,5.5765,0.91,360,6.1
375,2,3,7.9,0,5.6785,0.88,360,6.1
376,2,4,7.6,0,5.825,0.88,360,6.1
377,2,5,7.5,1.678149087,5.924,0.88,360,6.1
378,2,6,7.5,4.858123432,6.017,0.88,360,6.1
379,2,7,7.4,0,6.051,0.88,360,6.1
380,2,8,7,0,6.067,0.92,360,6.1
381,2,9,7.4,64.19700624,6.127,0.89,360,6.1
382,2,10,7.7,168.1892645,6.2235,0.89,360,6.1
383,2,11,8.1,258.749333,6.391,0.9,360,6.1
384,2,12,8.6,302.4386888,6.6205,0.88,360,6.1
385,2,13,9.1,321.5248648,6.9485,0.87,360,6.1
386,2,14,9.9,267.6050139,7.33,0.82,360,6.1
387,2,15,9.5,168.0046082,7.44,0.82,360,6.1
388,2,16,8.6,50.22406163,7.34,0.87,360,6.1
389,2,17,8.4,0,7.085,0.9,360,6.1
390,2,18,5,0,6.95,0.96,360,6.1
391,2,19,5.3,4.506692115,6.5075,0.94,360,6.1
392,2,20,4.9,0.204100153,6.125,0.94,360,6.1
393,2,21,5.2,0,5.72,0.91,360,6.1
394,2,22,5.5,0,5.403,0.88,360,6.1
395,2,23,5.6,0,5.246,0.88,360,6.1
396,2,24,5.4,0,5.076,0.88,360,6.6
397,3,1,4.7,0,4.863,0.88,360,6.6
398,3,2,4.2,0,4.598,0.9,360,6.6
399,3,3,4.7,0,4.3625,0.9,360,6.6
400,3,4,5.1,0,4.2815,0.9,360,6.6
401,3,5,5.6,1.923399957,4.3165,0.92,360,6.6
402,3,6,6,5.233588599,4.506,0.94,360,6.6
403,3,7,6.4,0,4.8245,0.94,360,6.6
404,3,8,7.2,0,5.1275,0.95,360,6.6
405,3,9,8,63.87281601,5.5085,0.95,360,6.6
406,3,10,9.1,167.9244387,5.9545,0.94,360,6.6
407,3,11,11.1,259.4793489,6.4845,0.86,360,6.6
408,3,12,11.3,302.3346404,7.029,0.68,360,6.6
409,3,13,10.2,323.7336938,7.375,0.71,360,6.6
410,3,14,9.8,270.2379198,7.32,0.7,360,6.6
411,3,15,9.3,170.3092395,7.12,0.7,360,6.6
412,3,16,8.8,51.66133266,6.895,0.71,360,6.6
413,3,17,7.4,0,6.5675,0.8,360,6.6
414,3,18,7.4,0,6.1745,0.8,360,6.6
415,3,19,7.6,4.934651295,5.9965,0.79,360,6.6
416,3,20,7.2,0.257913596,5.9835,0.87,360,6.6
417,3,21,7.3,0,6.056,0.91,360,6.6
418,3,22,7.5,0,6.1365,0.9,360,6.6
419,3,23,7.8,0,6.234,0.91,360,6.6
420,3,24,8.1,0,6.355,0.93,360,6
421,4,1,8.8,0,6.525,0.96,360,6
422,4,2,9.5,0,6.7965,0.96,360,6
423,4,3,10.5,0,7.145,0.97,360,6
424,4,4,11.8,0,7.535,0.96,360,6
425,4,5,12.1,2.141549633,8,0.94,360,6
426,4,6,11.9,5.538334168,8.455,0.95,360,6
427,4,7,11.9,0,8.71,0.94,360,6
428,4,8,12.1,0,8.885,0.94,360,6
429,4,9,12.4,63.78368845,9.035,0.91,360,6
430,4,10,12.4,167.9476966,9.27,0.92,360,6
431,4,11,12.9,260.4440212,9.58,0.91,360,6
432,4,12,13.3,302.5740534,9.86,0.9,360,6
433,4,13,13.5,326.1684908,10.205,0.89,360,6
434,4,14,13.4,273.0112612,10.515,0.89,360,6
435,4,15,13.3,172.7534212,10.595,0.9,360,6
436,4,16,12.6,53.2466522,10.58,0.92,360,6
437,4,17,12.7,0,10.48,0.93,360,6
438,4,18,12.5,0,10.38,0.93,360,6
439,4,19,12.6,5.303992816,10.27,0.92,360,6
440,4,20,12.6,0.308278405,10.27,0.91,360,6
441,4,21,12.5,0,10.29,0.92,360,6
442,4,22,12.5,0,10.275,0.92,360,6
443,4,23,12.4,0,10.245,0.93,360,6
444,4,24,12.2,0,10.19,0.93,360,2.8
445,5,1,12.2,0,10.205,0.91,360,2.8
446,5,2,10.9,0,10.175,0.91,360,2.8
447,5,3,10.4,0,9.845,0.91,360,2.8
448,5,4,9.5,0,9.395,0.92,360,2.8
449,5,5,8.9,2.333579057,9.025,0.93,360,2.8
450,5,6,7.9,5.775735171,8.69,0.96,360,2.8
451,5,7,8.3,0,8.335,0.97,360,2.8
452,5,8,9.2,0,7.99,0.96,360,2.8
453,5,9,8.9,63.92568087,7.69,0.94,360,2.8
454,5,10,12.4,168.2540687,7.85,0.84,360,2.8
455,5,11,12.4,261.6403453,8.495,0.83,360,2.8
456,5,12,13.9,303.150393,9.155,0.79,360,2.8
457,5,13,14.6,328.8244166,9.865,0.73,360,2.8
458,5,14,14.8,275.9240985,10.38,0.71,360,2.8
459,5,15,13.8,175.3353867,10.58,0.73,360,2.8
460,5,16,12.6,54.9774969,10.305,0.78,360,2.8
461,5,17,12,0,9.785,0.83,360,2.8
462,5,18,11.9,0,9.29,0.83,360,2.8
463,5,19,11.6,5.617071832,8.98,0.81,360,2.8
464,5,20,11.4,0.355234622,8.755,0.79,360,2.8
465,5,21,11.1,0,8.515,0.79,360,2.8
466,5,22,10.6,0,8.235,0.78,360,2.8
467,5,23,9.9,0,8,0.81,360,2.8
468,5,24,10.4,0,7.675,0.82,360,3.4
469,6,1,10.1,0,7.31,0.77,360,3.4
470,6,2,9.7,0,6.9955,0.8,360,3.4
471,6,3,7.2,0,6.7715,0.86,360,3.4
472,6,4,7.9,0,6.656,0.89,360,3.4
473,6,5,6.8,2.50045779,6.5255,0.94,360,3.4
474,6,6,7,5.9491213,6.248,0.95,360,3.4
475,6,7,8.1,0,6.001,0.95,360,3.4
476,6,8,7.5,0,5.8715,0.94,360,3.4
477,6,9,8.3,64.29487633,5.7445,0.93,360,3.4
478,6,10,9.7,168.8386118,5.9005,0.83,360,3.4
479,6,11,11.1,263.0653168,6.6025,0.79,360,3.4
480,6,12,11.9,304.057166,7.475,0.73,360,3.4
481,6,13,12.6,331.6966698,8.27,0.71,360,3.4
482,6,14,12.5,278.9754676,8.79,0.71,360,3.4
483,6,15,11.9,178.0533663,8.99,0.75,360,3.4
484,6,16,10.5,56.85135713,8.805,0.81,360,3.4
485,6,17,10.2,0,8.38,0.84,360,3.4
486,6,18,9.8,0,7.955,0.85,360,3.4
487,6,19,9.9,5.876216177,7.67,0.83,360,3.4
488,6,20,9.8,0.398823558,7.43,0.83,360,3.4
489,6,21,9.8,0,7.305,0.82,360,3.4
490,6,22,9.4,0,7.165,0.81,360,3.4
491,6,23,9.3,0,7.0195,0.82,360,3.4
492,6,24,9.1,0,6.943,0.83,360,3.7
493,7,1,8.9,0,6.9005,0.83,360,3.7
